x,y,z,D_20171127,D_20171209,D_20171221,D_20180102,D_20180114,D_20180126,D_20180207,D_20180219,D_20180303,D_20180315,D_20180327,D_20180408,D_20180420,D_20180502,D_20180514,D_20180607,D_20180619,D_20180701,D_20180713,D_20180725,D_20180806,D_20180818,D_20180830,D_20180911,D_20180923,D_20181005,D_20181017,D_20181029,D_20181110,D_20181122,D_20181204,D_20181216,D_20181222,D_20181228,D_20190109,D_20190121,D_20190202,D_20190214,D_20190226,D_20190310,D_20190322,D_20190403,D_20190415,D_20190509,D_20190521,D_20190602,D_20190614,D_20190626,D_20190708,D_20190720,D_20190801,D_20190813,D_20190906,D_20190918,D_20190930,D_20191012,D_20191105,D_20191117,D_20191129,D_20191211,D_20191223,D_20200104
102.902610,29.233621,776.978577,0.000000,5.791182,4.332772,2.252402,-0.491687,-2.599634,-0.701355,-0.806242,2.011934,-1.805194,-2.526588,-1.007515,-6.666458,7.425908,-9.304944,-9.215013,-1.437565,0.456363,-0.964211,-2.426400,-0.626005,-2.704976,4.761977,1.411838,0.674598,-7.094752,-5.382717,2.741876,6.371243,2.293903,-0.901331,-0.624533,0.207556,0.264179,-0.181047,0.809101,1.252287,-0.562918,0.298361,0.964834,2.605140,-1.371403,0.000949,-6.404730,0.998711,1.028599,-0.612400,-5.355980,6.555298,-1.071780,6.760454,-23.163536,1.594861,1.997171,4.646976,-5.560331,7.496082,3.454703,3.509760,1.808296,-0.170391,-0.313657
102.902777,29.233621,767.800659,0.000000,4.732395,4.068893,2.137707,-0.496681,-2.573013,-1.171244,-0.265245,1.386304,-1.544023,-2.931952,-0.260650,-7.070253,5.837152,-9.042450,-7.429576,-2.969182,-1.184442,-1.598698,0.679066,-0.912087,-2.751999,5.070935,2.985314,-0.541998,-6.991845,-3.272719,2.132496,5.496468,2.814296,-1.531551,-0.415775,0.045574,0.533791,-0.500103,0.776556,1.129970,-0.251803,0.434218,0.798433,2.627755,-1.191394,-0.636267,-7.975093,1.484892,1.036438,3.118328,-5.907909,5.247038,-1.243708,-0.039295,-14.646009,0.187793,3.384486,4.046470,-3.993967,5.476328,4.205900,2.634014,1.948865,0.073522,-0.192089
102.903110,29.233621,748.889465,0.000000,3.478168,4.342666,2.417169,-0.635758,-2.269554,-0.946107,-0.736678,1.098145,-2.562002,-1.834666,-0.655868,-4.494231,-4.602512,-5.305288,6.196882,-2.140894,1.078826,2.153873,1.521754,2.825728,2.094422,1.988512,-0.228600,-6.266342,-1.900553,3.849804,2.669092,2.995698,-1.363752,-0.348147,0.199634,0.520000,-0.955955,1.014269,0.410094,0.545089,-0.280234,0.628480,2.091011,-1.067591,-0.357030,-7.745916,0.563877,0.404153,9.490626,-5.901826,1.082009,-1.097242,-5.623040,-19.593802,4.485966,6.722160,-0.262478,-1.696335,3.349804,3.888815,3.087713,1.569805,1.064400,-0.845000,0.055608
102.903277,29.233621,740.077637,0.000000,2.996675,4.095407,2.346467,-0.450771,-2.381010,-0.470402,-1.009559,1.035892,-2.812759,-1.501200,-3.704787,-4.124794,-5.422313,9.940095,-2.255230,6.885502,3.614769,0.447143,2.044073,0.911698,-6.172596,1.128716,2.754450,2.976699,-1.803751,-0.124724,0.023354,0.946431,-1.041611,0.948840,0.308679,-0.005504,-0.112873,0.635817,1.786732,-0.939327,-0.009393,-5.972988,-0.571565,-0.527953,5.834244,-5.277895,-0.228832,-0.155080,-1.479318,-26.419613,11.039585,7.072392,-2.621453,0.149004,4.131405,6.639689,1.057921,1.900262,-1.341317,0.504886,-0.385658,1.044914,1.621975,-1.527396,-3.246553
102.903444,29.233621,731.019714,0.000000,2.281881,3.758521,2.161490,-0.256281,-2.271543,-0.234379,-1.275819,1.179318,-3.298522,-4.335867,0.550927,-4.092957,-5.385647,9.739618,-2.217555,5.106121,2.352277,2.688858,0.057401,2.012886,2.050113,-5.839346,-0.119028,2.935204,2.817550,-2.041058,-0.393908,0.147811,1.470923,-0.999181,0.475391,0.506994,-0.649881,0.001397,0.999496,1.403678,-1.099757,0.052112,-5.133478,-1.228629,-0.672801,7.021641,-5.034452,-0.158984,-0.389030,-8.638723,-25.173649,19.800936,7.274191,-1.623578,-0.699812,2.477844,6.778723,0.747828,2.020038,-1.438650,0.567094,-0.518650,0.859265,1.415423,-1.181037
102.903944,29.233621,709.912659,0.000000,2.671229,3.005666,1.436384,-0.104155,-1.274037,-0.453914,-1.411927,1.119174,-3.139617,-0.075381,-3.989861,-0.926240,-0.349821,-3.032054,-1.914562,-0.693007,2.350750,4.493200,-3.513092,1.417075,0.690533,1.118135,0.918197,-3.174868,-2.769952,1.540365,1.936257,1.820560,-0.079184,0.209649,1.098268,-0.346502,0.164489,2.376275,-3.137273,-4.036964,-2.274141,-1.577104,7.101644,0.219550,5.036704,0.362923,2.624272,-30.242855,11.142985,5.654961,1.533646,-8.836384,6.865647,1.382515,3.486894,1.937709,0.445967,-1.293843,-0.005665,-0.260267,1.211623,-0.146448,-0.289169,-2.150254,-0.316532
102.904110,29.233621,704.116516,0.000000,2.304957,3.223483,0.721013,0.006547,-0.448119,-0.149376,-1.483225,0.218371,-2.307610,-0.869771,-3.484376,-1.198832,0.843183,-5.179347,-2.085165,-0.590197,1.609230,4.229500,-5.768233,3.850923,1.423363,0.619895,3.177920,-0.926208,-2.006357,-1.865182,0.780899,1.547167,2.118784,0.251100,-0.119561,3.318605,-0.300628,0.954706,-0.373958,-6.558774,-1.169427,-1.334553,5.314927,7.759601,1.098978,6.414433,-30.903672,8.012226,6.683135,0.302527,-6.559112,6.443133,5.862132,1.215055,1.043440,-1.284206,0.476723,-0.559661,1.099752,0.212386,-0.476612,-1.511772,-0.659255,-4.308858,-0.910709
102.904277,29.233621,697.981873,0.000000,2.099919,3.366086,0.364681,0.189099,-0.201233,0.420645,-1.870191,-0.586079,-2.680027,-3.803702,-2.120603,1.599918,-5.455229,-2.729874,0.528160,0.268800,3.825845,-5.608802,3.958156,0.585567,0.502570,2.121835,-0.892465,-1.441134,-1.452435,0.752055,1.111870,3.539514,-1.147767,0.396402,-0.150933,1.833741,-0.899159,0.361346,0.561271,-0.229136,1.842851,-2.851285,-3.978784,-1.076848,-1.573550,7.750524,-3.820931,8.807290,0.340513,4.735108,-27.987244,5.031909,6.933432,0.439555,-6.876834,7.459764,1.296886,3.738595,0.902428,-0.167553,0.432163,-0.272634,-1.066209,-3.582269,-0.992408
102.904444,29.233621,692.302856,0.000000,2.099591,3.462671,0.185618,0.295388,0.052944,0.722917,-2.089386,-0.619531,-6.246955,-3.010021,1.209629,-4.373540,-3.328620,1.848515,-0.046159,3.377218,-4.418241,3.204362,-0.125151,1.152998,1.242799,-0.741536,-1.831729,-0.811075,0.576085,0.770740,2.925523,-1.047698,0.343379,0.059217,2.130503,-1.268730,0.677462,0.220434,-0.107187,2.445347,-0.370543,-0.241363,-3.094825,-3.462234,-1.612688,-0.965720,6.687824,-3.339716,12.886070,-27.085787,4.596399,5.820417,0.993625,-8.131400,8.361365,1.490015,2.497380,0.535985,0.952625,-0.851582,1.695252,-1.023996,0.441787,0.510906,0.079312
102.904610,29.233621,687.412903,0.000000,2.033408,2.918576,0.352053,0.575474,-0.081824,0.894659,-2.125573,0.017183,-6.452407,-3.662303,1.073371,-2.930409,-5.680470,1.902893,0.028536,3.234958,-2.906871,3.819898,-1.785663,2.967441,-1.208333,1.410852,-3.781941,-0.192145,0.942034,0.113268,2.252802,-0.593634,-0.744768,0.721951,2.440849,-1.556037,1.114109,-0.161019,0.052523,2.439927,-0.095707,0.686571,-1.054076,-2.667628,-3.593073,-1.480309,0.459159,4.103439,-1.752175,12.696371,-28.293713,6.905586,4.210155,1.812193,-9.539247,8.747318,2.023526,1.277352,0.195276,0.233574,-0.067291,1.738669,-0.864185,-0.012437,0.426078
102.904777,29.233621,683.154114,0.000000,1.589080,2.276003,0.506905,0.666906,-0.062242,0.943973,-1.658524,0.562641,-6.742640,-3.930206,1.768963,-2.892332,-6.945387,-1.216063,0.515751,3.172047,-2.251114,3.509375,-2.510390,5.309923,-2.344975,3.776472,-6.073515,0.220816,0.655399,0.070574,1.422293,0.047423,-2.204205,1.446026,3.005208,-1.678417,1.453411,-0.602590,0.280657,2.443046,0.339337,0.494087,-1.296263,-1.707162,-4.142518,-1.145777,1.521970,3.692241,1.215212,7.912547,3.093970,-29.644418,10.044287,3.633855,0.896839,-9.421800,9.107900,2.732559,0.381245,-0.315760,-0.643064,0.977256,1.174909,-0.306828,-0.101615
102.901611,29.233454,830.347717,0.000000,4.223960,2.992285,1.362477,-0.319698,-1.534588,-0.754460,-0.994178,1.453154,-1.851023,0.614777,-2.241065,-1.296640,-3.476521,-1.995548,-0.103829,-2.738643,-5.061741,1.574662,-0.713471,0.782266,3.151749,0.995091,-4.432009,-3.264145,2.139188,0.854950,1.791153,-0.610455,0.180177,-0.552823,0.744136,-0.415647,0.783140,1.240593,-2.411609,1.123468,-0.101544,1.282097,-0.726056,-1.320529,-0.625658,-1.530401,-1.093312,2.640798,0.260548,4.954482,-0.391274,9.822450,-21.027336,-7.309414,5.979214,-2.916496,-4.073489,5.678013,3.470000,2.233246,2.198296,0.004554,-0.127487,0.592862,-1.010915
102.901777,29.233454,817.177734,0.000000,4.184208,3.732430,1.435281,-0.760993,-1.686397,-0.978289,-0.614942,1.057125,-0.802539,-0.594289,-2.747122,-0.439016,-0.496839,-2.601657,-1.777289,-0.940381,-3.354997,-6.576100,2.317209,0.035941,-0.449092,2.991712,0.362897,-5.006345,-3.013901,2.282834,3.231355,2.985458,-1.046768,-0.186149,-0.064231,-0.267798,0.473286,0.841981,0.997626,-1.754888,1.027493,0.064318,1.285514,-0.228653,-1.271003,-1.572981,-1.088274,-0.987176,2.658844,-3.280809,5.248362,-2.124962,-20.246420,0.170765,7.075163,-3.256376,-1.992518,3.443987,3.904995,2.021378,2.608808,-0.049562,-0.304339,0.562905,-0.764427
