x,y,z,D_20171127,D_20171209,D_20171221,D_20180102,D_20180114,D_20180126,D_20180207,D_20180219,D_20180303,D_20180315,D_20180327,D_20180408,D_20180420,D_20180502,D_20180514,D_20180607,D_20180619,D_20180701,D_20180713,D_20180725,D_20180806,D_20180818,D_20180830,D_20180911,D_20180923,D_20181005,D_20181017,D_20181029,D_20181110,D_20181122,D_20181204,D_20181216,D_20181222,D_20181228,D_20190109,D_20190121,D_20190202,D_20190214,D_20190226,D_20190310,D_20190322,D_20190403,D_20190415,D_20190509,D_20190521,D_20190602,D_20190614,D_20190626,D_20190708,D_20190720,D_20190801,D_20190813,D_20190906,D_20190918,D_20190930,D_20191012,D_20191105,D_20191117,D_20191129,D_20191211,D_20191223,D_20200104
102.795448,29.263620,1402.569580,0.000000,-2.116743,4.063703,-0.922682,-3.414168,-1.857699,2.938454,-1.631827,10.006930,2.717246,-6.225054,8.904547,-6.905824,13.542110,9.023188,6.309338,23.461662,-5.489113,2.486034,4.056446,-4.021476,5.330314,-1.206623,-2.139953,-5.656567,-0.177986,0.575256,-0.593628,1.958649,-2.372025,1.074685,-0.877686,-0.899536,3.165428,5.211651,4.229473,-0.498684,-3.208057,-0.906445,6.375820,8.658120,-9.642563,-11.609528,-13.340851,-16.768442,8.385939,0.947450,7.936961,-2.322007,-2.094959,8.498379,0.407616,-3.165276,-0.234867,-0.145359,0.096836,0.790039,0.873013,0.501949,-0.052078,0.887367,-0.109326
102.795615,29.263620,1391.539917,0.000000,-2.588074,4.169764,-3.272889,-1.631532,1.946752,-2.465629,5.529902,0.858595,-11.666628,7.784758,-8.302152,-2.670296,17.431779,7.305942,2.714502,25.255505,2.274334,1.471615,6.736393,-6.441242,2.276550,0.117069,-2.180385,-5.880829,-0.256337,-0.122535,-0.674984,2.206390,-2.241421,0.791562,-0.813328,-0.903065,3.094746,5.712188,3.948155,-0.019798,-4.709668,-0.482093,11.376529,7.667309,-8.571182,-6.507645,-16.100147,-19.947495,12.843523,4.740185,2.244650,-1.598860,-1.362213,4.450632,-0.488479,-1.013825,-0.241430,0.244123,-0.502058,0.774336,0.943127,0.286655,-0.048736,0.785480,-0.233494
102.796115,29.263620,1357.982056,0.000000,1.365297,0.359100,1.026327,-0.011550,-0.947179,0.436161,-1.073715,-3.776859,4.551369,-0.425122,3.294015,-1.186968,-7.716338,-2.691950,-7.646124,-0.145959,6.093592,17.629248,3.885015,9.941546,4.279417,-0.006634,-0.874733,0.502853,-1.348911,-2.623648,-5.151357,0.286045,-0.143566,1.146183,0.766206,-2.311826,0.534959,-0.913282,-0.831949,2.442045,5.532400,1.598095,-3.039076,-2.049503,-0.083880,4.466708,1.252933,-0.453127,-8.900608,-6.070735,-17.626336,17.932150,0.855285,0.338273,-1.696541,4.889463,2.959402,0.806967,-4.518849,-1.183042,0.595129,-0.476896,0.172195,1.098273,0.635300
102.796281,29.263620,1350.244873,0.000000,-1.030349,2.440220,0.401326,1.009450,-0.191296,-0.925498,0.419462,-1.038319,-2.584735,-1.447424,4.026930,2.529147,-0.620332,-6.474811,-2.153452,-7.123839,-0.096105,7.155275,8.131935,9.794013,4.459058,8.314377,6.635582,0.257130,-1.553976,0.212601,-1.314223,-2.503614,-5.069226,0.028828,-0.113405,1.674248,0.444276,-2.106254,0.414375,-0.993004,-0.790350,2.437928,5.706304,1.399367,-2.565844,-2.657362,0.141108,4.238750,0.693350,0.850450,-9.119653,-7.757696,-18.397619,21.150556,-0.126888,-0.438390,-1.169481,3.400282,3.328371,0.344815,-4.228037,-1.242724,0.735543,-0.401530,0.088246
102.796448,29.263620,1340.792725,0.000000,1.704699,0.471208,0.975642,-0.443600,-0.942765,0.345893,-0.981712,-2.895211,-1.337591,5.569829,0.131366,-5.637034,-1.990252,-6.660642,-0.552467,5.262148,8.643662,9.126725,6.080362,6.126965,10.889471,-0.544083,-0.126823,-0.392384,-1.422075,-3.096468,-5.014404,-0.116455,-0.208397,2.627702,-0.065647,-1.940416,0.049675,-1.011997,-0.910153,2.797058,5.638552,1.274807,-1.968611,-4.206749,0.525816,4.778866,0.186350,1.314259,-10.378369,-11.057055,-21.532163,27.304028,-1.160790,-0.162616,0.397477,0.756220,3.497572,0.006485,-4.130047,-1.083936,0.577148,-0.328593,0.284622,0.521897,0.787415
102.796615,29.263620,1332.202881,0.000000,2.207850,0.451497,0.848391,-0.567253,-1.191919,0.573774,-1.020678,-3.247978,-1.708029,1.634748,3.194484,-5.888079,0.769340,-3.409361,2.185555,3.357721,6.896861,10.453014,5.814890,8.604881,8.987454,2.397758,-2.330398,-0.466961,-0.642094,-2.562016,-5.651826,0.654968,0.219332,1.649860,0.089127,-1.709219,-0.122225,-1.256787,-0.721811,3.228287,5.553011,1.685295,-1.694298,-4.304958,0.938404,3.795166,-0.646259,1.668296,-10.684423,-12.337075,-20.669929,31.794827,-4.210589,-1.210197,-0.199772,-1.410183,3.251635,0.015161,-3.585812,-1.856788,0.305498,-0.096031,0.111295,0.501793,0.762944
102.796781,29.263620,1324.192383,0.000000,2.429270,0.425993,0.811582,-0.512826,-1.302407,0.641910,-1.050194,-3.032710,-1.975945,1.577877,0.885963,2.294102,-6.934027,1.205105,-2.693485,2.896253,1.030187,6.510111,10.351039,5.692793,10.328882,7.415244,2.847538,-1.909962,-0.403229,-0.452740,-2.701519,-5.928155,1.120897,0.300083,1.113667,0.292675,-1.782444,-0.180508,-1.264992,-0.740566,3.495859,5.328005,1.979336,-1.877011,-4.246301,0.979177,3.875267,-0.533211,0.637333,-10.986969,-12.176572,-20.656083,32.124510,-4.589647,-0.690806,-0.403596,-1.524489,2.857086,0.367430,-3.662548,-2.001796,0.021735,-0.069563,0.202929,0.576853
102.798615,29.263620,1262.506104,0.000000,2.901709,-0.009525,1.230566,-0.070967,-0.263767,-0.310766,-1.974443,-2.924512,-3.077478,2.742694,0.143493,-0.657588,0.893214,-9.417260,-3.440894,-1.076568,-5.956186,4.975420,3.530629,8.966423,1.551586,6.588520,5.016206,2.432318,-0.907994,0.879556,0.952626,-2.051644,-4.545497,0.190477,-0.306609,2.111242,-0.672874,-0.889472,-0.080650,0.099516,-0.790882,2.327126,4.376837,0.527440,-4.026022,-4.803923,2.503926,2.356560,-1.975236,0.688993,-0.818789,-11.350654,-24.556331,22.533255,-4.396530,0.408642,0.800672,10.626926,0.741122,2.387396,-2.209886,-0.834420,0.151531,-0.108481,1.065425
102.792948,29.263453,1588.237549,0.000000,2.169261,0.329604,0.791366,1.291593,-1.472137,-5.446784,-1.644174,5.763266,-5.860107,6.548785,-12.743515,-2.028891,-6.163916,2.711083,16.978131,12.305842,10.969586,-3.787798,-5.936806,-2.421144,5.592399,9.437004,-4.457613,-5.156499,-4.470010,-5.237016,1.064088,0.338769,2.039581,-0.563415,-2.303341,0.132522,-0.765632,0.296296,4.063386,6.067926,8.820076,-6.882976,-5.721648,-2.778690,10.286133,9.711754,-2.934429,-4.630593,-1.533253,-9.582447,5.577364,-8.747338,3.231911,3.345195,-4.542519,2.631908,0.298986,-4.436778,-2.671245,0.006164,1.065668,-0.250388,1.096457,1.080685,0.813899
102.793115,29.263453,1577.149536,0.000000,-1.066348,3.887818,0.681622,0.226482,1.572755,-1.229018,-5.513465,-1.750902,5.283304,-3.897676,8.781348,-12.744662,1.742093,-18.839764,8.073177,29.446883,17.128190,6.265244,0.456768,-6.610285,-1.927362,4.444153,7.146087,-3.821792,-5.635243,-2.550602,-5.348369,0.340450,0.424986,1.465248,0.022274,-2.315535,0.347205,-0.932497,1.021986,3.433200,5.879591,6.653145,-4.060940,-5.174686,-1.481205,7.572151,5.999989,-2.703980,-10.926485,-11.483003,-9.495615,2.757360,-5.248924,4.159386,5.414314,-2.622429,1.196830,1.201891,-4.037301,-1.949921,-0.108647,1.451752,-0.026074,1.222915,0.964779
102.793448,29.263453,1547.975952,0.000000,-1.521946,3.797988,0.869967,0.269482,0.292613,-0.653011,-4.838399,-1.102050,-1.208048,1.764910,6.961883,-15.379693,2.002237,-25.887433,8.006008,17.363120,14.535350,6.603521,-0.792971,10.054612,-0.865557,1.858841,1.155788,-0.743084,-3.195701,-3.917863,-5.483827,0.717933,0.626941,1.460517,0.081160,-1.980821,0.594043,-0.289551,0.519919,2.670121,6.571271,2.580910,-0.158985,-7.988801,1.663918,4.676932,4.414907,-1.963142,-10.752346,-27.499260,-18.712204,19.918451,-16.273373,2.141600,0.243738,1.661551,-2.287115,2.014549,-3.597963,-0.425742,0.341385,0.844610,0.312317,1.444857,0.544840
102.793615,29.263453,1531.992920,0.000000,-1.201637,2.513341,1.630756,0.753304,0.439329,0.051814,-1.115578,-6.016534,-1.184858,2.653736,-2.058318,-8.489878,0.662490,-20.182851,5.001253,13.916198,10.732081,9.798144,-2.171831,13.950826,-1.563669,1.978630,-0.654806,-0.434957,-2.495512,-5.207894,-5.018222,0.868391,0.546136,1.268931,0.303590,-1.858232,0.337281,-0.036864,-0.236971,2.682659,6.697058,2.618321,-1.762831,-9.135039,1.848818,3.200037,3.194756,-1.034836,-8.772975,-27.701291,-22.282347,26.658646,-22.624153,2.371998,-2.765206,3.701645,-3.304634,0.874996,-2.908989,-0.335556,0.309899,0.456283,0.505333,1.395336,0.350826
